location,year,compound,concentration_ng_l,type,total_pfas_ng_l,reference,region,dataset
"Lake Ontario, Canada",2018,PFHxA,3.5,,14.3,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2018,PFPeA,2.8,,14.3,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2018,PFBA,4.8,legacy,14.3,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2018,PFOS,0.9,,14.3,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2018,PFOA,0.9,,14.3,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2019,PFHpA,1.4,emerging,14.7,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2019,PFHxA,3.2,,14.7,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2019,PFPeA,2.0,,14.7,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2019,PFBA,3.5,legacy,14.7,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2019,PFOS,2.8,,14.7,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2019,PFOA,1.8,,14.7,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2020,PFHpA,1.4,emerging,15.6,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2020,PFHxA,3.2,,15.6,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2020,PFPeA,3.2,,15.6,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2020,PFBA,4.0,legacy,15.6,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2020,PFOS,1.8,,15.6,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Lake Ontario, Canada",2020,PFOA,2.0,,15.6,"Lalonde, B., & Garron, C. (2022). Perfluoroalkyl substances (PFASs) in the Canadian freshwater environment. Archives of Environmental Contamination and Toxicology, 82(4), 581-591. https://doi.org/10.1007/s00244-022-00922-x",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFHxA,0.25908,emerging,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFHpA,0.1531,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFNA,0.1032,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFPeA,2.5938,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFHxS,0.3,legacy,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFOS,0.65,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFBA,4.312,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFOA,0.6052,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFDA,0.0194,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFUnDA,0.011,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2006,PFDoDA,0.0076,,9.01438,"Kwok, K. Y., Yamazaki, E., Yamashita, N., Taniyasu, S., Murphy, M. B., Horii, Y., Petrick, G., Kallerborn, R., Kannan, K., Murano, K., & Lam, P. K. S. (2013). Transport of perfluoroalkyl substances (PFAS) from an arctic glacier to downstream locations: Implications for sources. Science of the Total Environment, 447, 46–55. https://doi.org/10.1016/j.scitotenv.2012.10.091",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFPeA,1.49,emerging,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFHxA,6.737,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFHpA,2.57,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFNA,7.22,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFTeDA,0.01,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFBS,14.5,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,6:2 FTSA,6.16,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,MeFOSAA,0.2,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,EtFOSAA,1.23,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFOA,11.53,legacy,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFDA,0.65,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFUnDA,0.21,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFDoDA,0.18,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFTriDA,0.01,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFBA,0.26,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFHxS,54.0,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,PFOS,27.9,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,FOSA,0.55,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2015,FOSAA,0.21,,135.617,"Ahrens, L., Rakovic, J., Ekdahl, S., & Kallenborn, R. (2023). Environmental distribution of per- and polyfluoroalkyl substances (PFAS) on Svalbard: Local sources and long-range transport to the Arctic. Chemosphere, 345, 140463. https://doi.org/10.1016/j.chemosphere.2023.140463",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFHxA,14.8,emerging,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFHpA,2.768,,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFNA,0.86,,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFBS,2.4,,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,6:2 FTSA,4.25,,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFPeA,2.586,,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFOA,5.53,legacy,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFHxS,15.2,,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Longyearbyen, Spitsbergen, Norway",2016,PFOS,65.0,,113.394,"Skaar, J. S., Ræder, E. M., Lyche, J. L., Ahrens, L., & Kallenborn, R. (2018). Elucidation of contamination sources for poly- and perfluoroalkyl substances (PFASs) on Svalbard (Norwegian Arctic). Environmental Science and Pollution Research, 26(8), 7356–7363. https://doi.org/10.1007/s11356-018-2162-4",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFBS,31.92,emerging,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFHxA,31.2,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFHpA,22.33,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFNA,16.95,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFPeA,56.26,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFUnDA,5.68,legacy,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFDoDA,4.29,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFTrDA,4.04,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFBA,59.18,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFOA,20.98,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2018,PFOS,5.3,,258.13,"Casas, G., Iriarte, J., D'Agostino, L. A., Roscales, J. L., Martinez-Varela, A., Vila-Costa, M., Martin, J. W., Jiménez, B., & Dachs, J. (2023). Inputs, amplification, and sinks of perfluoroalkyl substances at coastal Antarctica. Environmental Pollution, 338, 122608. https://doi.org/10.1016/j.envpol.2023.122608",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFHxA,8.3,emerging,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFHpA,51.38,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFNA,36.9,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFUnA,7.42,legacy,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFDoA,3.35,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
"Livingstone, Antarctica",2014,PFTrA,1.66,,216.618,"Casal, P., Zhang, Y., Martin, J. W., Pizarro, M., Jiménez, B., & Dachs, J. (2017). Role of snow deposition of perfluoroalkylated substances at coastal Livingston Island (Maritime Antarctica). Environmental Science & Technology, 51(15), 8460-8470. https://doi.org/10.1021/acs.est.7b02521",Inland / Freshwater,inland
